Date,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
1997/8/31,-4.15,-12.61,-3.04,-2.5,-2.55,-8.26,-6.18,-6.13,-4.54,0.76,-6.08,-1.77,1.05,-9.44,1.41,-7.31,0.69,-5.22,0.29,-1.16,-2.48,-2.41,-0.66,-3.09,-4.14,1.3,-2.91,-5.07,-5.63,-0.59
1997/9/30,6.39,8.11,-2.78,5.14,7.21,5.11,5.07,6.6,0.57,6.18,4.86,1.14,0.8,8.44,5.71,3.54,5.51,-4.38,6.3,4.64,9.65,3.83,3.96,1.74,8.62,3.81,5.4,5.8,8.11,5.34
1997/10/31,-1.53,-5.95,-4.16,-0.24,-1,-3.71,-7.95,0.16,-4.27,-4.01,-2.88,-7.65,-8.51,-5.27,-3.82,-11.28,-14.39,-17.21,-1.98,0.92,3.07,-3.04,-10.85,-5.98,-1.44,-1.59,-1.67,-5.49,-1.94,-9.78
1997/11/30,7.49,7.29,8.65,7.44,3.93,5.53,1.48,2.84,3.15,-0.95,2.57,-3.49,-2.84,12.05,-2.2,6.08,-10.4,-7.03,-3.53,7.15,10.5,2.63,0.66,2.82,-0.86,1.41,6.57,3.31,3.61,2.31
1997/12/31,3.23,4.2,5.38,2.52,6.22,2.98,-8.97,3.55,-0.16,0.63,3.81,1.55,-0.82,-0.13,4.79,-1.96,-5.41,3.59,-1.47,7.95,4.52,-0.45,-4.73,-6.42,2.03,-0.12,-0.69,-1.26,5.88,6.34
1998/1/31,-3.8,-2.03,-7.35,6.33,-0.66,0.8,0.41,5.73,-2.5,0.14,0.65,2.41,-2.66,4.77,0.82,0.9,-1.07,-10.73,-5.73,-4.39,4.71,3.61,5.07,2.03,-0.23,-0.69,1.74,-1.82,-2.86,-3.31
1998/2/28,4.45,4.69,4.5,5.86,6.31,9.1,11.62,5.47,8.1,4.11,8.6,5.83,11.02,1.49,12.36,12.12,2.29,8.78,6.83,2.64,2.66,10.71,9.71,5.84,3.95,7.92,11.01,11.48,8.82,7.3
1998/3/31,4.23,12.45,-3.26,-0.35,5.32,4.24,4.26,3.61,5.58,7.35,8.51,3.39,2.74,9.68,6.18,-0.02,10.56,5.66,4.78,6.77,9.8,8.2,-2.14,2.53,6.92,3.29,7.18,6.28,5.72,5.06
1998/4/30,-3.21,-3.08,-10.83,8.58,1.62,1.06,2.71,1.9,2.78,1.49,-1.92,3.59,1.54,-1.15,1.6,0.9,3.62,0.94,3.8,-2.51,-3.05,-0.57,7.51,2.44,-3.03,2.19,-0.15,0.88,1.86,4.71
1998/5/31,1.08,2.88,0.59,-6.51,-0.77,-1.21,-0.78,-2.46,1.12,-2.66,-3.18,-7.26,-6.15,-2.51,9.69,-2.99,-12.14,-1.67,-4.21,-0.88,-1.52,-6.09,-7.02,-4.75,-4.8,-3.59,3.89,1.13,-2.31,-3.37
1998/6/30,-0.25,6.71,5.52,-2.49,5.97,3.67,2.15,6.16,-3.37,-7.15,-0.48,-1.83,-5.87,6.51,2.35,-2.35,-5.41,-2.22,-1.33,2.84,3.19,13.44,4.61,-6.97,0.99,-0.06,6.56,-0.05,3.5,2.61
1998/7/31,-7.77,-4.49,10.37,-2.4,-2.7,-3.48,-10.18,-0.22,-8.97,-9.61,-5.55,-6.4,-9.65,-2.07,-1.04,-5.35,-7.16,8.52,-7.02,-5.35,3.81,-5.11,3.67,-6.73,-6.08,-3.63,-2.51,-4.25,-1,-3.02
1998/8/31,-8.96,-19.76,-5.2,-22.35,-10.41,-10.92,-22.15,-12.25,-11.87,-14.85,-19.08,-18.39,-19.29,-11.22,-19.92,-19.48,-19.79,-24.69,-10.01,2.29,-11.77,-18.08,-17.4,-15.15,-16.68,-17.64,-13.22,-14.92,-22.15,-18.19
1998/9/30,4.37,-5.02,12.46,-1.32,-0.33,-5.11,2.53,12.01,0.68,-5.49,-1.06,9.01,1.48,-0.05,2.52,5.91,35.44,5.2,13.22,7.96,10.18,15.48,13.2,5.12,1.84,10.66,-0.47,0.72,2.03,7.99
1998/10/31,9.2,15.76,10.82,7.04,7.38,18.54,6.87,3.85,1.68,2.96,11.72,8.09,13.36,10.1,11.91,14.25,1.08,2.96,1.22,-1.77,6.71,0.67,10.28,9.54,8.09,3.98,12.4,10.63,10.01,7.66
1998/11/30,4.34,5.79,9.15,12.61,8.37,1.09,3.36,6.17,4.47,9.72,3.9,-2.08,3.87,3.96,4.81,9.17,-0.63,6.11,0.35,1.35,3.69,12.78,10.24,6.33,2.94,2.53,11.05,3.64,6.35,-0.63
1998/12/31,-1.64,-0.31,-3.04,-2.99,9.44,5.4,3.8,5.02,-4.58,5.57,4.8,-0.81,-0.24,12,4.21,-5.47,-1.76,22.61,-1.66,2.82,14.33,14.92,14.1,-0.17,3.86,3.85,10.36,7.16,3.23,-0.99
1999/1/31,-3.79,-1.65,-12.21,8.18,-0.97,-2.09,6.97,0.24,-5.21,-7.65,9.55,3.8,5.17,2.6,7.38,0.16,-2.85,19.16,-6.24,-6.27,8.7,14.6,13.22,-2.78,0.8,-0.73,3.6,1.41,0.53,-6.28
1999/2/28,-3.75,-1.34,-15.97,4.92,-0.17,-1.27,1.95,0.23,1.13,-8.39,-7.07,-5.42,-3.12,-4.54,-4.83,3.6,-1.37,6.28,-3.51,-3.77,-2.87,-9.64,-12.26,-1.61,-1.11,-7.03,-1.03,6.83,0.62,0.83
1999/3/31,-3.3,-1.65,-8.93,-4.74,2.94,4.95,1.49,2.56,3.49,-6.52,5.25,-2.49,2.28,9.21,-1.37,4.42,0,29.83,14.81,-1.71,-0.71,12.06,5.14,1.51,3.03,-2.98,3.7,3.42,3.03,-2.14
1999/4/30,0.99,5.03,0.07,4.81,5.79,4.23,8.6,-5.54,22.05,9.07,3.74,30.67,16.29,-2.89,10.52,14.46,20.88,22.95,15.57,7.18,8.28,-2.38,6.43,20.12,11.62,5.2,-0.34,-0.1,6.28,17.42
1999/5/31,3.88,-0.63,9.96,-5.44,-1.46,-3.01,-2.55,-2.04,-5.81,2.41,-1.47,-7.39,-1.76,-2.56,-6.02,-1.95,-10.26,-12.25,-2.68,6.73,1.05,-2.54,0.33,-3.9,-4.84,2.85,-3.43,-6.94,-3.61,-0.09
1999/6/30,0.69,-4.31,4.86,5.47,4.03,1.33,1.59,4.5,2.51,3.56,-6.27,8.84,9.39,10.54,-1.27,6.88,8.82,-23.06,-0.5,-4.29,5.84,8.87,13.1,3.65,0.96,5.47,8.93,3.51,2.83,3.27
1999/7/31,-3.9,0.26,-6.88,-6.34,-0.42,-1.06,-9.78,-4.44,-0.01,-3.77,-1.18,-1.15,-1.62,-2.9,-7.23,0.01,-8.77,-10.65,2.04,-0.48,-1.61,-6.49,2.37,0.31,-2.21,-0.74,-6.21,-2.59,-5.77,-17.7
1999/8/31,-2.29,-3.85,0.55,-2.13,-9.44,2.62,-11.1,3.73,-5.79,-8.5,-2.77,-0.43,-1.88,2.31,4.28,-2.33,0.32,11.45,1.53,0.6,-7.58,1.4,7.93,-3.93,-8.22,-4.85,-6.28,-4.1,-5.28,-8.18
1999/9/30,-4.72,-14.94,-6.91,-3.24,1.33,-9.76,5.27,-7.09,-5.44,-13.57,-10.2,-2.54,-1.26,4.75,-6.75,-6.11,5.45,-11.02,-3.62,-4.37,4.43,3.06,-2.63,-3.62,-6.25,-5.17,2.77,1.76,-5.32,-6.63
1999/10/31,8.7,16.41,-24.93,1.37,10.15,11.53,0.37,10.79,2.22,2.56,0.39,0.79,2.41,12.44,2.8,0.03,-4.39,24.43,-2.42,2.24,9.5,2.89,3.41,4.56,7.55,-7.01,6.3,-4.49,13.97,-8.71
1999/11/30,-6.72,8.85,3.52,6.36,-8.09,0.12,-10.26,1.49,-0.7,2.15,2.75,7.24,0.02,-3.46,-3.03,-4.37,1.33,-1.47,3.94,-7.39,4.34,10.25,14.34,-0.43,-5.17,4.96,4.13,4.78,-3.56,-1.54
1999/12/31,-5.67,-8.83,-10.15,7.21,12.76,4.17,4,-5.64,6.62,2.54,3.85,22.02,11.34,17.53,2.91,3.44,6.74,19.73,-0.31,-2.24,4.18,23.82,17.88,6.69,0.07,7.02,8.24,-7.28,-1.06,9.46
2000/1/31,-8.29,-2.28,-8.62,2.18,-0.92,-6.51,-11.5,7.54,-9.33,-7.65,-10.8,-2.77,-0.48,-12.52,-0.59,-9.3,-5.94,40.52,-1.39,6.06,-3.98,-9.68,-0.63,-8.8,-9.65,7.59,-14.51,-7.39,-4.41,-3.93
2000/2/29,-6.89,-11.64,-4.01,-2.1,-0.71,-11.57,-12.73,-2.92,-7.25,-5.84,-6.36,6.84,8.87,-0.82,-8.21,-7.01,-3.55,-3.45,-5.85,-7.26,-3.47,7.54,25.09,-11.41,-5.37,1.76,-3.93,-12.03,-8.6,-1.31
2000/3/31,9.69,0.13,5.11,10.47,12.93,-14.26,25.38,0.3,12.16,5.3,12.27,3.49,5.59,16.99,9.64,10.01,3.94,-7.24,13.74,5.77,7.52,2.72,4.56,8.47,12.86,7.03,14.38,15.98,16.67,-0.43
2000/4/30,-3.9,3.68,3.79,2.2,-7.34,4.29,4.3,5.28,-3.72,6.45,1.33,-0.84,5.2,0.56,11.8,5.12,-4.75,-15.33,-0.94,7.6,-7.87,-16.5,-6.3,-1.2,3.48,-2.6,-5.6,3.82,-3.9,9.59
2000/5/31,15.65,11.87,19.51,1.25,-5.93,2.79,-5.04,3.95,-0.1,-3.23,-7.1,-4.92,-10.32,0.4,-15.39,-0.69,1.12,-12.62,10.98,3.9,-10.43,-8.96,-11.65,-1.41,-3.56,1.3,-3.04,-4.21,5.11,5.69
2000/6/30,2.34,6.05,2.96,0.14,-0.1,-2.53,-6.77,11.52,-6.49,-9.9,-1.57,15.33,1.23,0.68,-12.14,-10.37,-5.27,14.8,-6.36,-4.76,4.19,11.31,13.49,-5.46,-1.99,-2.07,-2.14,-3.76,-4.18,1.17
2000/7/31,-0.88,6.57,-4.47,-1.38,-1.19,-2.64,5.98,-6.16,-0.04,4.83,-2.84,-6,-5.91,-0.26,4.6,7.01,-6.62,11.38,-2.58,4.43,-7.36,-7.82,-3.33,4.53,6.57,4.02,-2.09,-1.96,8.83,-1.32
2000/8/31,-2.66,-10.84,19.12,5.67,2.82,3.5,2.53,3.54,1.87,-3.68,5.76,24.57,9.02,6.93,4.97,10.23,5.04,17.76,8.71,11.73,-1.04,10.77,12.84,2.02,-3.55,10.37,-5.26,-0.69,10.39,13.03
2000/9/30,4.9,5.46,0.87,-8.18,-0.67,-1.75,-1.23,3.71,-4.77,5.55,-3.54,-12.11,-16.21,-10.73,-5.02,7.43,-6,-13.72,4.61,9.63,-4.02,-9.16,-17.88,-5.78,-1.21,4.1,2.55,1.58,2.21,-1.14
2000/10/31,6.07,8.99,22.87,-4.92,-1.78,9.98,4.27,2.62,4.9,-3.06,6.18,-12.04,-4.48,-10.54,2.19,14.16,-4.34,7.16,-2.91,-2.25,-0.35,-6.98,-6.62,10.72,7.51,-3.21,-1.73,4.32,-0.48,-5.17
2000/11/30,4.44,4.2,4.15,-14.21,-5.27,0.16,4.07,0.81,-0.84,-0.46,-2.42,-15.66,-9.73,-9.48,-13.21,-0.74,4.01,9.24,-2.55,3.1,-15.59,-19.32,-24.77,-0.15,0.83,-6.62,-0.7,5.12,-5.48,-8.1
2000/12/31,5.51,-2.57,17.02,4.44,10.41,3.15,15.85,3.53,12.2,6.56,12.15,1.87,9.11,6.21,1.48,0.07,5.41,44.04,7.49,6.58,-4.23,-6.44,-8.13,11.33,2.32,12.93,4.31,2.39,10.08,-0.89
2001/1/31,-4.17,-4.75,0.1,15.85,2.81,-3.97,3.64,-8.96,-4.13,13.61,-1.08,5.92,11.09,3.32,14.89,-5.65,1.8,-2.48,-3.4,-10.77,14.27,18.21,14.02,-4.13,5.6,-1.88,9.95,-3.76,-0.4,-3.31
2001/2/28,1.3,-6.25,9.48,-3.35,0.13,-1.08,-11.7,-0.48,-1.03,-1.56,0.54,-23.39,-9.24,-14.26,-0.78,3.36,2.27,23.09,-0.06,6.24,-9.95,-15.86,-31.58,2.4,-6.56,-4.68,-6.21,-0.04,-5.33,1.39
2001/3/31,-3.36,-9.39,-0.11,-8,-6.58,-8.86,-1.2,-8.44,-4.91,-4.12,-1.53,-8.41,-1.89,-11.88,-2.28,-9.27,-2.32,18.9,-0.23,1.64,-5.86,-12.81,-13.8,-6.01,-1.15,-5.6,-2.03,-5.01,-3.2,-7.66
2001/4/30,-1.73,-2.2,5.59,13.2,4.92,1.77,6.86,3.98,6.41,5.63,2.94,13.33,14.61,10.75,7.17,12.64,6.63,8.44,10.07,5.46,2.67,18.8,15.78,5.62,3.02,8.17,4.98,6.84,4.09,12.77
2001/5/31,2.61,4.71,2.27,10.05,3.32,5.38,3.66,3.02,2.59,2.26,1.93,0.24,-0.1,3.97,-4.28,2.4,10.64,-13.58,0.19,0.01,-1.32,1.27,-6.48,1.77,4.69,-0.75,1.64,4.19,3.78,1.29
2001/6/30,-0.87,-4.94,-0.57,-1.46,0.79,0.85,-2.45,-2.87,-2.39,3.78,0.05,-7.02,-4.44,-7.86,4.3,-13.64,-4.4,-16.55,-7.46,-6.22,-3.07,4.07,-1.57,-4.43,-2.99,-2.09,-2.5,-3.78,0.73,-0.74
2001/7/31,3.37,0.8,-9.19,-6.42,-0.43,4.34,0.59,2.33,-3.37,8.86,-0.19,-2.16,-2.49,-4.76,3.75,3.38,-6.25,-15.65,-2.14,-3.8,-0.73,-9.79,-4.38,5.54,-0.21,0.32,5.41,3.89,-0.69,-9.04
2001/8/31,3.22,6.1,4.66,0.76,-4.24,1.02,-3.46,-3.11,-0.99,-2.56,0.3,-6.14,-5.33,-2.64,-14.21,-5.61,2.28,7.31,-3.55,0.68,-9.26,-12.98,-11.14,-1.67,-4.31,-4.56,-8.37,1.18,-5.65,-5.22
2001/9/30,0.45,-3.22,2.92,-16.39,-8.18,-5.22,-16.91,-0.58,-9.59,-17.8,-13.99,-22,-19.78,-13.43,-17.8,-24.14,-2.74,-15.78,-5.53,-6.1,-2.46,-12.96,-24.43,-8.64,-14.84,-8.82,-9.8,-13.4,-5.92,-11.18
2001/10/31,1.25,1.34,-2.82,8.04,0.02,1.16,7.58,1.18,3.42,5.58,5.85,2.42,10.64,2.62,-2.31,4.28,-4.24,29.31,4.45,1.36,-9.42,10.76,19.45,0.96,3.12,-7.06,3.41,2.86,-1.39,-0.85
2001/11/30,0.6,0.01,1.19,10.52,9.57,6.01,9.65,5.04,10.96,7.08,6.96,15.73,7.78,9.99,17.84,8.07,4.52,-14.33,-3.99,-1.32,6.03,11.27,20.26,9.48,11.62,-3.62,13.05,5.89,7.15,5.75
2001/12/31,2.61,1.62,-1.72,4.62,3.58,1.72,7.18,-2.89,-1.01,12.67,8.25,-2.61,6.5,5.31,-4.07,5.17,3.92,9.95,5.88,4.24,2.75,3.4,-3.95,2.44,1.58,0.84,4.98,4.12,2.9,4.4
2002/1/31,2.41,-3.76,8.45,4.25,0.56,2.61,5.43,-2.36,-1.3,3.57,0.84,-0.21,2.1,1.14,3.19,5.41,1.27,-9.24,-2.78,-4.03,-7.22,-4.12,3.36,0.06,6.7,3.19,2.09,6.29,-1.3,-6.49
2002/2/28,1.91,8.14,5.04,1.92,7.06,2.57,-0.98,-0.49,4.66,6.59,4.61,-0.02,3.87,-0.6,5.64,8.31,4.09,-0.7,5.5,-0.38,-2.39,-7.8,-16.61,5.17,1.91,-2.39,0.32,-1.32,-1.13,2.66
2002/3/31,1.15,8.3,1.58,8.06,5,4.6,4.93,0.46,5.17,2,1.99,6.03,9.86,5.21,7.9,3.1,8.14,14.67,7.58,9.98,0.33,3.78,9.55,2,3.09,5.41,1.54,5.43,6.5,-0.54
2002/4/30,2.2,5.03,3.29,4.48,-2.08,0.16,1.47,-7.57,-5.07,8.69,3.52,-7.07,-2.47,-1.25,1.52,-3.35,0.39,-7.14,-4.6,0.1,-12.7,-13.65,-8.19,2.35,-4.64,-1.18,-2.19,3.98,-1.35,-12.19
2002/5/31,2.53,-0.5,4.53,-3.99,-0.41,-0.16,-1.77,-2.23,1.78,0.78,-1.67,0.28,-4.35,2.33,0.97,0.56,6.64,5.54,-0.8,-5.99,2.98,-4.12,-3.07,0.33,-0.14,-5.64,-1.26,0.02,-0.22,-1.21
2002/6/30,-3.17,-0.27,-22.05,-6.49,-4.21,-2.95,-1.75,-9.6,-1.06,-3.94,-2.19,-5.27,-7.44,-7.28,-9.44,-0.38,-8.42,-6.33,0.01,-5.28,-14.39,-5.83,-18.58,-2.68,-0.14,-6,-5.14,-4.29,-4.67,-4.58
2002/7/31,-9.13,-7.28,4.07,-14.9,-5.28,-2.62,-9.89,-2.55,-9.27,-22.49,-10.57,-20.34,-14.27,-8.78,-12.92,-8.25,-9.69,-30.2,-11.6,-12,-11.69,-10.4,-9.03,-5.93,-5.06,-10.87,-11.96,-9.56,-7.38,4.81
2002/8/31,0.06,2.39,8.92,4.54,3.32,1.7,-2.04,0.65,1.89,-2.88,-1.93,-4.95,-0.77,-0.58,-1.8,-9.64,5.3,9.82,0.53,3.42,0.34,1.64,-3.36,-0.69,-2.06,4.5,1.98,-3.63,2.06,-3.91
2002/9/30,-4.9,-5.53,-21.27,-4.85,-3.61,-2.58,-5.6,-5.86,-11.14,-7.55,-9.79,-18.49,-9.9,-9.04,-13.49,-9.48,-8,-8.14,-8.16,-10.8,-9.32,-14.25,-17.66,-10.22,-5.15,-6.37,-9.49,-13.44,-10.86,-14.64
2002/10/31,8.04,-0.4,4.9,10.9,5.62,3.09,8.97,5.69,5.72,3.86,3.18,6.66,9.8,5.76,-9.39,-0.1,-8.11,4.16,3.2,-0.63,21.34,19.32,15.22,3.9,2.59,5.31,6.44,-0.31,7.54,1.12
2002/11/30,-0.55,-3.06,-6.59,9.13,-1,-2.01,4.77,3.71,9.42,10.85,4.96,18.28,12.04,11.56,17.84,7.13,6.13,10.31,2.99,1.57,11.83,10.35,21.28,7.61,4.54,-3.13,2.89,5.78,3.53,5.98
2002/12/31,0.7,-3.2,8.98,-13.81,-1.06,-0.06,-4.75,-4.05,-4.28,-4.64,-1.96,-10.4,-9.18,-3.74,-9.03,-2.8,9.15,12.11,0.74,3.85,-9.07,-8.62,-16.13,-5.16,-1.19,-2.6,-8.02,-5.3,-4.46,-7.02
2003/1/31,-5.9,-5.85,-6.25,-7.86,1.12,-2.45,-3.89,-0.59,-6.03,-3.81,-3.55,-5.06,-5.72,-4.99,-2.54,-3.47,-0.59,-14.24,-2.38,-3.24,-3.48,-2.03,-0.98,-1.45,-5.14,-2.18,-5.09,-5.87,-1.33,-5.14
2003/2/28,-5.18,-0.83,1.24,-1.77,-4.82,-2.83,-2.35,-1.94,-4.21,-4.01,0.2,2.28,1.86,-0.32,-6.33,-8.59,-6.48,14.54,1.81,-3.94,-6.44,-1.43,3.49,-1.61,-3.29,-3.39,-0.51,-4.69,-3.06,1.57
2003/3/31,-0.56,1,-19.68,0.3,-2.22,6.5,6.38,3.79,3.43,-0.9,0.94,-3.26,-1.82,-3.59,-3.84,-5.47,-2.92,-3.51,1.55,4.3,-0.57,0.89,-2.26,0.78,3.36,-0.5,5.48,5.13,0.01,5.05
2003/4/30,4.84,2.2,2.71,14.43,8.15,3.46,7.16,4.32,9.97,11.96,7.59,10.36,8.66,10.71,19.07,9.08,6.56,2.27,-0.49,7.28,11.17,7.99,10.69,3.2,10.37,6.24,9.69,9.09,11.22,13.7
2003/5/31,5.1,10.2,32.47,6.66,6.51,2.86,4.24,3.9,0.84,4.31,10.59,13.01,6.1,6.78,3.72,11.35,11.52,25.44,8.45,10.1,6.22,5.67,13.74,2.7,3.95,6.88,2.5,7.65,5.72,-0.99
2003/6/30,0.71,0.81,10.91,4.95,-1.57,-2.52,-0.74,4.12,-1.1,-1.91,0.06,2.21,2.47,-0.11,3.25,6.42,5.77,0.71,-1.01,0.73,1.96,0.78,0.11,1.3,0.38,4.22,2.78,6.78,0.59,0.71
2003/7/31,-1.52,-1.82,-11.3,-0.7,-1.16,0.91,2.95,0.6,7.89,13.49,0.62,6.9,10.01,7.53,6.09,4.3,11.13,-12.55,-2.47,-5.19,-1.63,2.87,8.51,4.74,0.85,-0.84,4.33,2.26,4.53,0.24
2003/8/31,0.75,-2.03,2.53,4.89,0.9,1.03,5.62,-2.54,1.68,6.36,5.66,4.65,7.61,6.63,8.41,7.98,8.77,7.5,6.13,1.92,1.36,3.48,8.22,3.69,1.32,3.17,7.94,1.07,-0.74,3.58
2003/9/30,1.64,-1.55,8.1,-2.77,-0.03,2.11,-0.84,0.24,-6.02,-2.96,-0.08,-3.31,-7.83,-6.04,-5.02,-6.78,1.4,-2.34,-2.15,3.87,-5.66,0.64,-2.52,-2.11,-0.77,0.51,-5.82,1.94,0.65,-0.23
2003/10/31,3.55,5.7,6.14,4.19,7.58,4.46,11.59,0.73,6.63,3.29,10.54,19.24,12.75,9.87,9.08,11.09,14.14,9.76,1.55,1.55,6.69,3.22,13.13,7.87,10.02,4.79,9.86,6.89,7.06,-0.9
2003/11/30,3.05,2.35,11.59,4.73,2.12,-0.86,3.44,1.63,2.86,-0.78,3.99,3.54,4,7.42,3.81,-0.3,11.1,1.59,0.62,0.95,-0.6,0.78,3.05,0.98,-0.73,4.43,-0.47,3.86,0.72,0.02
2003/12/31,1.73,6.63,5.67,5.77,2.86,2.31,0.9,5.69,9.56,1.18,4.54,10.86,3.49,5.42,15.52,10.92,4.66,26.48,13.42,5.81,7.35,4.46,0.1,9.02,1.65,3.34,-3.24,-0.36,4.27,8.23
2004/1/31,1.13,-2.9,2.05,0.25,1.36,2.19,-1.34,3.04,-1.95,1.37,-2.23,-0.16,-1.54,-0.48,-3.35,2.42,-9.9,-7.38,0.33,1.91,1.43,3.86,4.89,-3.44,-3.93,2.95,-0.2,0.48,3.34,6.06
2004/2/29,6.04,2.59,3.82,1.18,1.06,2.99,5.74,0.91,2.68,10.38,6.81,6.45,0.51,-2.59,-1.47,-0.72,4.44,7.11,4.51,2.09,-0.77,-3.1,-2.74,3.51,0.2,2.26,6.75,7.11,2.79,-1.97
2004/3/31,1.01,-0.21,-4.03,1.42,-0.2,1.56,3.33,-3.9,-1.68,-2.36,3.53,-4.46,1.14,-0.48,-1.9,-4.73,3,6.95,-0.1,1.18,-2.41,-1.55,-2.47,0.58,-0.54,2.18,-0.13,0.76,-0.65,-4.74
2004/4/30,3.09,0.37,1.91,-2.36,-0.08,2.22,-2.13,3.58,-0.63,-3.35,-4.34,-8.77,-2.54,-1.77,3.59,2.5,-18.16,2.92,2.62,-3.52,-0.49,-0.48,-8.05,1.18,0.24,0.91,-3.21,-0.83,-4.57,-1.43
2004/5/31,-2.11,2.25,-12.61,0.78,0.44,1.52,0.04,-0.38,0.62,-4.65,2.22,5.78,2.16,1.07,-2.9,0.91,5.25,6.63,0.56,1.25,-2.89,2.05,6.8,0.61,2.1,0.16,0.71,-3.03,1.86,3.45
2004/6/30,2.75,-0.22,6.03,3.5,-1.94,2.27,4.62,-0.38,5.43,3.04,1.58,9.4,5.99,6.73,5.3,8.95,2.31,13.81,5.26,2.03,0.6,3.47,1.28,5.22,6.2,2.88,-0.34,-0.44,0.6,5
2004/7/31,-5.02,-10.03,-3.75,-6.3,-4.33,-5.24,-5.12,-5.87,-3.32,-1.91,-3.52,-0.2,-6.19,-8.84,-3.65,0.95,2.19,-1.56,3.43,1.05,-1.33,-6.14,-10.22,-5.32,-4.48,-11.3,-3.41,2.42,-2.31,0.69
2004/8/31,0.16,1.87,3.19,-1.32,0.11,4.56,0.4,1.67,3.01,1.02,3.99,-0.27,-2.39,0.51,-3.41,0.02,7.38,-5.02,-1.3,3.67,1.3,-2.82,-6.01,0.16,-0.58,-2.44,-0.75,-2.59,3.14,-0.94
2004/9/30,-0.53,-7.9,-2.48,4.29,1.38,-2.9,2.85,-1.42,4.34,3.56,4.95,7.8,6.02,2.14,2.11,0.58,6.48,8.64,8.77,1.38,1.34,4.24,2.46,0.02,3.36,0.01,2.87,4.66,0.21,2.5
2004/10/31,3.74,1.08,2.84,2.42,2.27,-3.47,4.73,-2.4,0.47,6.27,0.79,-3.55,-0.95,2.9,-4.29,-2.35,-2.56,-0.45,0.65,4.25,3.35,4.25,5.47,-3.3,6.27,2.64,3.37,2.82,0.57,1.41
2004/11/30,3.28,-0.69,17.4,6.93,2.71,4.06,4.12,0.66,8.75,5.17,6.76,12.82,7.68,8.19,8.11,6.76,3.74,25.42,6.25,4.89,3.53,6.48,5.16,5.86,5.64,8.44,2.36,7.54,4.67,4.64
2004/12/31,5.04,4.36,7.48,7.73,1.37,4.15,5.82,5.66,2.83,4.21,6.06,-1.73,3.16,4.22,4.96,0.54,-2.62,-3.03,-2.27,2.48,4.28,3.22,3.04,3.6,3.77,5.89,2.99,5.08,4.23,3.39
2005/1/31,-0.08,-0.67,4.36,-4.61,-3.36,-1.26,-2.65,-4.05,-1.47,-3.3,3.16,-0.4,-5.09,-1.18,-8,-1.15,-2.71,4.55,2.94,1.78,-4.17,-5.72,-6.22,-3.26,-7.83,-2.72,-1,0.33,-2.12,-1.42
2005/2/28,-0.93,1.46,3.12,-1.07,0.15,-0.03,1.99,2.48,8.27,0.62,3.69,9.7,6.46,2.34,-0.33,4.25,11.24,14.13,19.47,2.35,-0.29,-1.53,1.83,2.41,2.59,3.08,0.36,1.24,-0.27,-0.64
2005/3/31,-1.19,-0.99,0.31,-0.64,-1.49,-0.59,-1.23,-0.41,-2.04,-6.46,-3.71,-7.45,-3.12,-2.61,-8.53,2.3,-5.84,-3.52,-3.5,0.64,-0.12,-2.14,-2.54,-0.55,-1.67,-1.85,0.45,0.18,-3.23,1.5
2005/4/30,-0.11,2.19,-1.34,-4.72,-3.02,-2.83,-7.36,3.95,-7.45,-5.95,-1.92,-9.76,-5.42,-7.95,-11.28,-0.85,-9.37,-6.14,-5.61,2.14,-1.98,-4.52,-4.25,-7.88,-5.48,-2.71,-5.74,-5.85,-0.92,-0.31
2005/5/31,1.93,2.41,3.18,4.34,-0.67,1.69,6.66,1.45,0.22,5.91,5.83,0.22,5.65,6.9,10.23,5.26,1.2,10.4,1.93,1.63,1.46,5.11,10.38,0.64,4.81,4.29,6.6,8.08,3.33,1.69
2005/6/30,-2.01,-3.93,-2.34,-0.88,-0.42,-2.53,5.96,-0.57,-0.95,1.71,3.64,-2.95,0.59,-2.85,2.97,0.13,4.8,7.18,5.7,5.57,0.17,-1.18,-1.15,-3.09,-3.42,1.54,3.08,-2.42,2.47,-3.02
2005/7/31,1.6,1.66,3.58,4.01,2.43,3.4,3.01,3.73,4.62,2.85,9.44,13.16,10.41,6.86,7.55,2.45,3.98,20.96,5.78,2.96,2.98,5.2,6.62,5.08,7.87,5.24,6.06,4.49,1.74,-0.3
2005/8/31,-1.58,0.48,4.54,-0.73,0.72,-1.04,-4.02,-0.33,-6.06,-2.18,-2.54,-0.77,0.82,0.31,-4.17,-0.06,2.89,8.75,5.61,1.23,-1.13,0.43,-1.23,-2.94,-3.47,-1.33,-6.58,-4.82,-1.45,-2.42
2005/9/30,0.65,0.55,4.74,-1.36,-3.4,1.3,-1.42,-1.95,-1.85,-4.56,2.55,3.06,-0.32,2.41,-6.43,1.53,14.33,9.44,7.2,4.38,-1.51,-0.05,1.43,-0.13,3.14,0.01,-2.14,-0.29,1.19,0.54
