Date,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
1949/11/30,1.91,4.49,2.19,0.38,-2.57,3.91,-0.69,4.81,5.06,0.7,4.34,2.67,-0.33,4.03,4.44,-0.47,-0.06,4.02,-2.88,3.24,1.67,0.21,3.7,2.58,0.89,1.13,2.16,3.13,3.02,2.87
1949/12/31,5.83,4.35,2.45,10.38,7.06,5.84,4.93,8.7,5.86,7.04,7.27,6.31,5.9,9.32,8.81,7.3,1.67,-2.47,1.16,3.26,1.59,4.88,8.94,8.6,8.33,4.32,4.79,5.5,6.14,2.34
1950/1/31,1.67,3.66,-0.85,-0.65,2.58,2.55,0.08,1.06,0.93,3.22,-0.16,3.69,1.65,5.43,1.66,5.12,4.19,3.55,-0.72,3.73,1.86,2.5,3.24,3.52,4.68,0.9,0.39,1.64,1.72,4.11
1950/2/28,1.68,-1.07,1.43,-7.17,-1.95,4.14,-5.03,1.92,0.98,-4.55,1.69,3.38,0.38,4.36,3.73,5.81,-0.51,-3.03,-0.49,2.39,0.66,-1.15,1.98,-0.25,1.68,1.62,2.4,2.06,3.44,5.03
1950/3/31,0.17,-0.29,-0.66,-1.64,-3.15,-0.34,-0.44,-2.9,3.58,-4.76,0.9,-1.51,-1.1,4.07,1.59,-3.24,-2.24,1.03,4.91,0.55,4.57,2.95,-0.09,2.09,-0.81,-0.5,-0.16,-1.88,-0.02,1.02
1950/4/30,-0.35,2.72,-2.83,3.43,2.12,8.04,1.51,5.52,9.42,7.5,4.39,7.58,2.75,6.71,10.4,10.65,4.13,-3.29,3.34,0.95,2.37,-0.16,1.62,7.65,1.09,-0.41,-0.34,6.39,-0.5,0.5
1950/5/31,2.35,-0.19,0.49,-4.25,0.35,5.23,6.49,3.96,7.45,3.27,4.31,6.14,4.12,0.35,6.86,-1.08,2.68,7.96,8.81,1.83,1.97,10.68,0.03,7.11,0.29,5.27,3.02,-0.19,4.74,4.07
1950/6/30,-6.64,-2.17,-4.48,-6.15,-6.32,-8.46,-5.28,-4.19,-6.69,-4.89,-8.64,-4.14,-5.81,-7.75,-3.93,-5.03,-6.21,-7.62,-4.47,-7.63,-4.28,-9.28,-8.3,-10.56,-6.34,-7.34,-4.27,-4.45,-7.62,-8.47
1950/7/31,-2.42,5.96,-1.89,4.8,-4.24,-2.15,5.91,-6.94,-3.81,16.85,-7.11,12.15,4.95,-1.6,-1.1,17.4,3.34,20.48,8.62,-5.23,-1.33,-1,-5.13,0.51,16.16,3.82,-1.2,-0.39,-6.02,-7.51
1950/8/31,5.33,3.22,0.35,2.88,8.57,10.79,3.54,3.68,7.78,2.78,6.7,4.74,4.6,3.91,8.92,-2.14,8.34,4.94,4.31,3.38,2.56,6.25,7.61,10.58,0.07,11.81,3.97,5.12,4.36,5.1
1950/9/30,3.82,10.13,4.77,10.93,14.19,3.43,5.95,6.15,4.2,4.52,8.57,3.22,7.06,4.67,8.38,-0.45,9.38,3.23,3.54,4.49,-0.46,5.62,5.6,6.55,4.26,5.24,8.72,6.51,8.56,6.93
1950/10/31,-0.43,-1.16,0.15,-5.89,-0.63,-0.83,-0.25,-1.76,-0.85,-0.47,-1.68,4,-0.76,-1.39,0.41,2.26,-1.96,-2.66,0.34,-0.73,0.21,-1.16,-1.64,0.02,-0.73,-3.61,1.12,-1.76,-1.09,0.18
1950/11/30,-0.58,3.21,-1.73,-1.32,-2.01,1.09,3.33,4.68,7.67,2.26,4.48,5.25,3.14,0.52,-1.84,6.24,7.47,4.9,5.28,-1.17,-0.24,-2.23,6.17,7.01,4.17,3.6,1.01,1.56,2.75,1.34
1950/12/31,1.46,6.4,-1.38,1.03,2.29,1.6,6.35,6.06,6.18,12.45,3.04,7.63,9.94,5.05,2.3,11.46,8.53,13.84,8.59,3.59,1.89,1.2,2.07,6.12,15.88,4.19,2.69,3.8,4.48,2.94
1951/1/31,4.54,8.69,3.72,4.81,6.96,7.65,2.22,3.1,4.32,3.73,8.11,8.48,6.39,10.44,9.01,3.08,6.13,4.01,6.34,5.02,1.88,5.02,3.4,5.35,8.25,5.22,3.48,7.56,2.18,9.83
1951/2/28,1.81,-3.4,-0.77,4.58,0.11,1.51,2.46,1.46,2.65,2.64,3.23,-2.31,1.71,1.32,2.96,1.74,0.19,0.26,0.97,3.11,4.11,0.41,0.25,1.83,-2.28,-1.53,3.42,2.71,2.21,1.58
1951/3/31,-1.25,-4.74,-1.58,-5.59,-4.33,-3.19,-4.92,1.7,-1.76,-9.28,0.59,-5.14,-4.51,-0.31,0.92,-7.9,-4.17,-5.97,-2.31,-1.41,-1.1,0.72,-1.94,-1.96,-3.63,0.51,-2.24,-3.78,0.55,-0.41
1951/4/30,0.43,5,-0.59,1.49,2.76,1.37,1.11,10.41,8.3,2.25,3.82,6.57,4.69,2.9,4.32,5.49,6.14,-2.51,11.03,0.21,0.85,-1.39,3.64,8.76,3.6,0.13,0.41,-1.57,3.89,3.41
1951/5/31,-1.14,-0.14,-2.09,-4.4,-5.19,-2.08,-2.25,1.57,-0.32,-0.6,-4.22,-3.74,-2.58,-3.38,-5.01,-2.72,-3.09,-0.68,-3.04,-0.05,-0.41,-0.45,-1.7,-2.81,-3.93,7.55,-1.77,-5.38,-1.57,-0.94
1951/6/30,-3.43,-2.55,-3.68,-0.06,-3.57,-8.43,-2.58,0.83,-0.69,-5.29,-2.22,-8.19,-4.9,-1.65,-6.66,-8.74,-4.69,-0.16,1.11,-0.39,-0.18,-1.61,-1.52,-1.76,-7.86,-7.28,-2.42,-5.04,-0.14,-1.66
1951/7/31,3.15,5.27,3.07,7.21,1.92,7.35,1.07,14.42,8.16,2.35,7.36,9.71,6.62,5.02,4.35,9.89,6.79,5.24,11.46,5.31,2.8,1.4,7.39,6.51,8.47,11.36,2.45,3.77,5.9,4.9
1951/8/31,3.52,2.85,3.45,6.15,3.96,2.54,3.08,-1.38,2.33,4.22,4.87,9.81,4.73,7.27,7.15,3.92,9.76,8,5.71,2.13,2.64,1,4.04,3.72,1.46,3.4,2.65,5.24,4.14,2.69
1951/9/30,-0.84,4.07,0.26,9.67,-0.72,0.37,-2.37,-1.84,-1.26,-2.25,1.16,1.3,1.88,3.56,2.52,3.84,5.99,5.17,-0.84,1.32,-0.04,0.32,3.27,-0.9,3.61,16.9,2.41,-0.33,1.21,0.14
1951/10/31,-3.52,-3.5,-2.36,-3.58,-0.19,-2.77,-0.7,-5.94,-7.57,-3.32,-1.93,-1.49,-2.38,-6.41,-2.03,-1.57,-5.12,-1.55,1.21,0.71,-1.08,0.62,-4.82,-3.43,-4.09,-9.38,-2.68,0.52,-2,-6.89
1951/11/30,-0.07,-1.67,0.34,-0.19,2.05,-0.61,-0.77,-0.5,0.11,1.09,-0.51,1.21,1.69,1.9,1.52,-1.84,2.06,4.11,-0.86,1.65,0.49,0.67,2.44,1.65,2.19,0.98,1.49,1.75,3.19,2.67
1951/12/31,2.34,2.72,0.82,-2.09,-2.43,2.41,1.25,5.11,8.34,1.37,3.22,0.46,3.77,4.79,3.53,1.34,-1.74,-0.79,4.8,3.26,0.87,1.46,5.4,3.38,1.67,-0.65,-0.22,0.6,6.23,3.29
1952/1/31,0.78,-4.04,5.21,-0.19,-1.79,0.49,1.32,0.73,-3.33,-5.11,0.15,3.03,0.7,-1.09,-1.32,3.35,4.78,4.96,6.62,3.08,0.17,6.21,-2.95,0.52,3.72,0.47,-0.64,3.53,2.73,1.75
1952/2/29,-1.25,-3.35,-2.6,0.07,-2.13,-0.33,-3.73,-4.22,-3.4,-3.64,-1.94,-6.14,-2.52,-3.86,-0.24,-3.66,-5.04,1.28,-3.46,0.7,-0.63,-1.81,-2.81,-2.36,-1.69,-3.27,-3.7,0.07,-0.2,-5.48
1952/3/31,1.49,-0.22,1.86,0.84,3.55,2.21,2.96,0.37,3.31,3.98,3.39,1.86,3.11,7.74,8.85,1.39,2,0.41,8.84,2.23,1.26,1.44,1.04,2.43,8.33,-0.96,2.75,5.02,3.9,3.43
1952/4/30,-2.01,-9.33,-3.83,-5.89,-2.78,-5.39,-3.24,-5.46,-7.27,-5.08,-3.92,-7.83,-4.48,-3.77,-3.86,-4.21,-5.79,-8.02,-7.65,-1.8,-0.74,-1.91,-2.96,-5.82,-3.38,-5.87,-1.52,-1.54,-1.57,-3.79
1952/5/31,2.45,1.77,-0.45,-7.85,2.26,-0.48,1.82,2.53,6.65,5.02,3.74,2.55,2.92,3.08,4.16,5.31,2.43,4.86,3.5,2.99,1.03,0.41,2.78,2.73,4.4,3.64,2.61,1.32,2.67,0.71
1952/6/30,2.27,2.64,3.72,1.02,0.62,2.31,2.68,-0.97,3.98,5.68,1.95,5.74,1.83,6.64,6.2,5.58,4.24,2.11,5.5,1.09,2.06,0.84,4.21,4.47,5.07,2.51,3.01,1.12,2.65,-0.84
1952/7/31,0.46,5.65,-0.64,-1.22,1.75,2.07,3.09,-4.39,1.28,-1.88,1.2,3.3,3.9,1.44,2.41,0.71,1.55,0.52,-1.04,2.17,0.24,-0.89,1.94,3.75,0.7,-0.74,2.18,-0.54,2.51,4.22
1952/8/31,1.39,0.1,1.63,5.3,-1.5,0.08,-1.64,-0.55,-1.6,-0.21,-0.98,-2.35,-2.05,-0.07,1.55,0.24,0.3,-0.91,-2.68,1.9,0.88,1.07,-0.7,-1.25,-0.34,-1.86,-0.25,3.81,-1.18,1.59
1952/9/30,-1.74,-12.59,0.09,-1.44,-0.32,-0.9,-1.03,-4.1,-1.7,-5.58,-1.73,-3.85,-1.68,2.26,-0.94,-1.61,-2.48,0.53,-4.36,0.35,-0.34,-2.63,-1.18,-0.69,-1.89,-4.11,-0.57,1.21,0.26,-0.5
1952/10/31,-1.71,-2.33,6.61,-6.05,0.17,0.99,-3.17,-1.47,-2.08,-7.16,-2.05,-1.56,-1.98,-0.59,1.32,0.66,-4.98,-2.13,0.41,0.49,0.92,1.73,-1.94,-1.66,0.54,1.29,-1.26,-0.58,-3.3,-4.9
1952/11/30,4.75,9.65,8.03,8.69,3.49,5.26,7.31,7.25,10.11,5.79,7.21,7.81,7.28,10.53,7.51,5.7,6.13,9.68,1.97,5.19,4.07,-0.72,6.19,8.34,7.44,4.27,4.62,0.11,7.79,8.07
1952/12/31,1.56,-0.46,0.44,6.52,2.51,1.16,0.55,-1.96,1.67,4.24,2.73,4.22,2.37,2.53,7.06,2.31,2.12,-1.82,4.64,1.79,0.88,-0.69,3.22,2.97,3.76,2.04,1.24,5.11,4.1,0.08
1953/1/31,2.61,0.31,4.33,0.45,3.34,0.64,0.48,-5.12,0.2,-2.76,0.97,1.42,-0.16,-3.36,-0.44,6.47,-0.26,2.05,-3.06,0.94,1.02,2.57,-0.08,-1.33,1.73,-0.1,0.87,3.38,0.02,2.26
1953/2/28,0.52,0.2,5.64,4,4.34,-0.67,3.78,2.09,-2.63,1.63,0.04,-0.39,-0.68,0.34,-1.17,1.61,3.29,-0.59,0.34,0.41,-0.43,0.06,0.72,1.23,-1.16,-1.51,-0.09,2.95,-0.23,-1.57
1953/3/31,-0.41,-1.57,-4.45,4.91,-0.31,-0.57,-2.12,-0.16,0.07,-4.92,-0.29,-4.72,-0.7,-1.63,-4.55,-4.24,-3.95,-6.58,-0.48,0.14,-0.43,3.89,0.5,-1.14,-2.37,-1.6,-0.47,1.3,0.77,1.8
1953/4/30,-0.64,-3.71,4.87,-2.54,-1.68,-3.3,-1.26,-5.35,-3.34,-2.78,-2.09,-2.04,-1.76,0.81,-2.06,-4.09,-2.01,-6.8,-5.16,-3.2,-1.04,-0.99,-3.45,-2.15,-2.91,-3.16,-0.66,-0.89,-4.56,-1.37
1953/5/31,0.33,0.8,-0.34,-0.02,0.49,0.08,0.56,-0.03,0.02,-0.39,0.1,0.04,-0.38,0.99,-0.24,3.08,-1.86,-0.33,1.87,0.03,0.36,6.81,1.15,1.38,2.77,0.22,1.57,-0.12,0.61,2.16
1953/6/30,-1.46,-0.93,1.74,-1.9,-3.7,-4.72,-1.53,-3.29,-1.26,-0.37,-4.47,-2.8,-4.15,-1.89,-2.99,-3.35,-3.99,-3.45,-0.03,-3.06,0.5,1.53,-2.34,-0.81,-1.25,-6.22,-1.95,-3.4,-2.96,-1.31
1953/7/31,2.44,3.66,4.47,3.16,-0.5,5.59,0.16,3.66,2.75,1.36,2.39,3.34,0.62,2.42,0.6,0.07,1.16,0.42,3.97,3.37,0.94,-0.36,1.82,3.42,1.46,0.17,2.09,1.32,1.33,0.71
1953/8/31,-2.65,-2.47,-5.51,-6.35,-4.69,-3.73,-1.17,0.05,-2.77,-5.2,-4.28,-8.02,-6.42,-6.03,-6.54,-3.37,-6.74,-7.12,-6.36,-0.37,-0.84,-2.59,-1.99,-5.16,-8.68,0.3,-2.41,-8.57,-2.99,-1.05
1953/9/30,0,-2.7,3.54,-2.68,1.58,-1.57,-1.77,0.43,1.8,-2.3,0.85,-0.46,0.42,5.01,-0.38,0.82,-0.72,-3.48,-1.91,1.61,1.78,0.15,-0.02,3.81,-1.7,-2.17,0.24,-0.55,0.58,-1.04
1953/10/31,1.08,3.09,-2.12,2.69,5.13,6.53,1.92,2.66,4.51,0.36,6,8.27,4.33,8.6,8.06,5.77,3.36,1.55,5.69,4.49,1.38,5.61,4.69,7.12,3.63,1.29,0.84,0.22,4.51,3.97
1953/11/30,2.86,4.59,-7.81,10.25,2.08,4.41,0.63,7.98,4.73,-0.81,4.36,2.04,3.08,6.82,0.85,4.98,-0.57,3.22,1.98,3,2.26,2.18,1.28,6.94,1.97,1.6,3.53,2.19,4.15,4.09
1953/12/31,1.23,-1.44,-4.33,2.25,2.58,-0.19,-1.21,-1.34,0.82,-3.19,1.41,-0.84,-0.2,-0.69,-0.75,1.66,-3.53,-4.64,0.5,0.59,0.54,2.89,2.7,1.19,-3.72,-0.52,1.34,-0.89,0.24,4.77
1954/1/31,4.1,6.52,1.8,3.27,4.09,4.15,2.79,5.65,1.04,7.72,6.4,7.56,8.09,7.16,5.65,7.94,8.19,9.49,8.63,3.28,1.89,1.42,6.44,4.77,7.92,7.57,3.09,6.1,4.19,4.96
1954/2/28,0.03,-0.25,-3.31,2.38,3.91,-0.4,1.94,-0.18,0.09,1.75,2.23,0.31,2.5,5.51,1.52,5.7,4.3,-6.8,2.9,1.57,2.57,1.46,5.03,1.49,0.96,2.99,0.29,1.31,1.57,2.6
1954/3/31,2.84,-3.51,0.42,4.66,2.39,5.14,1.77,0.28,4.54,-2.75,1.72,6.07,1.74,7.1,3.74,11.82,3.42,0.79,4.31,2.98,1.72,2.88,11.28,6.3,-0.26,-0.74,0.47,-2.21,4.9,1.59
1954/4/30,1.12,-0.45,3.84,0.98,5.13,3.86,-0.45,1.2,6.68,-5.3,3.71,6.59,5.37,12.45,3.57,0.42,3.08,-1.98,6.22,1.23,1.98,1.97,2.71,8.09,1.75,1.43,1.6,1.99,5.38,4.1
1954/5/31,1.3,5.78,-0.18,3.48,1.78,6.18,4.01,1.61,3.58,12.93,3.14,6.93,4.66,-3.46,4.3,7.24,7.57,8.22,2.93,2.69,1.24,3.81,5.8,2.32,5.37,0.94,2.95,7.22,1.46,0.47
1954/6/30,3.2,-2.23,-9.23,1.11,2.67,5.31,2.23,-2.43,3.78,2.61,5.62,1.41,2.19,13.07,1.63,3.61,-0.78,3.49,-5.95,1.34,0.54,4.25,2.74,5.69,1.19,5.08,2.39,8.86,2.65,0.04
1954/7/31,5.29,9.05,8.17,7.65,4.42,1.95,6.88,8.21,2.28,8.47,5.59,7.96,5.04,-1.35,10.2,13.03,5.43,0.95,4.26,5.43,4.36,5.16,2.79,5.81,6.62,5.88,4.11,9.74,7.52,3
1954/8/31,-3.02,0.2,-1.3,5.88,-0.15,2.35,-3.97,-2.57,-3.38,-4.22,-3.46,-6.3,-2.95,-5.23,-3.7,1.3,-4.27,3.67,0.49,-1.73,-1.43,0.15,-2.58,-4.44,-4.1,-1.41,-0.18,11.85,-0.36,-0.1
1954/9/30,3.55,2.28,5.56,5.76,2.71,5.5,2.63,2.82,7.26,5.06,6.08,7.67,5.72,7.36,13.82,2.94,8.72,7.62,10.03,2.01,2.49,4.6,7.19,5.54,3.75,1.78,4.97,9.23,3.23,5.46
1954/10/31,-2.37,-1.22,-2.95,-5.86,-2.88,-1.17,-0.23,-1.62,-4.39,-1.74,2.61,0.26,1.69,-2.78,-0.41,0.26,-1.14,-5.28,-1.95,-3.81,-0.85,1.81,-0.02,-0.28,2.68,-2.97,-2.52,-1.31,-1.44,1.45
1954/11/30,6.39,6.86,3.53,8.44,5.08,7.59,3.96,12.55,14.75,10.26,14.89,15.4,9.8,9.84,5.72,9.74,11.37,20.35,7.94,5.69,3.43,5.52,19.73,11.96,11.64,8.2,8.44,4.27,10.66,6.24
1954/12/31,2.52,8.29,7.81,10.15,4.92,2.96,4.88,6.13,3.73,7.39,2.42,12.26,6.17,4.21,7.67,14.7,3.75,10.2,6.44,3.58,1.58,7.84,0.83,5.45,12.09,5.28,1.99,14.14,6.12,3.42
1955/1/31,0.2,-3.99,1.25,-1.37,0.24,-1.13,1.67,-2.88,-2.76,1.73,0.13,3.4,0.01,4.4,0.77,8.75,3.29,-3.45,0.44,1.45,0.8,0.65,3.71,-3.84,0.84,-1.41,1.85,3.87,0.14,-0.53
1955/2/28,1.81,1.63,-0.9,2.2,4.63,4.52,2.83,2.85,4.51,1.18,3.14,4.41,4.25,4.51,-0.97,3.75,-0.04,7.41,2.38,3.65,3.99,7.69,5.97,4.75,5.74,0.65,1.3,1.9,1.99,6.57
1955/3/31,-0.25,-2.14,-0.12,-3.08,-3.31,-1.99,1.11,6.1,-1.1,-5.25,0.64,2.96,0.51,-3.21,0.11,-2.37,8.72,0.24,-0.24,-0.72,-0.19,-4.35,1.19,1.02,-0.02,-2.38,-1.36,-0.8,1.14,-2.14
1955/4/30,4.2,-1.4,8.74,5.89,0.5,2.2,0.03,0.01,8.06,2.64,4.94,2.67,1.66,4.25,5.38,-7.49,-0.09,-2.14,0.6,2.55,1.97,-2.63,7.15,4.7,6.2,2.27,1.8,8.18,-1.45,7.1
1955/5/31,-0.14,2.97,-2.1,0.65,-0.5,0,0.71,3.14,5.35,0.19,2.28,2.08,-0.98,-0.38,-0.65,-0.65,5.97,8.62,-0.71,-0.13,1.29,-2.82,1.22,3.72,0.59,0.32,3.24,0.43,2.37,-3.24
1955/6/30,2.72,3.38,-1,3.62,5.12,2.38,3.24,0.17,12.27,5.82,3.93,12.45,4.8,3.21,9.47,-0.27,0.56,9.61,11.21,1.67,0.69,0.11,6.27,11.67,1.75,0.54,4.7,0.34,3.88,-0.89
1955/7/31,0.85,0.52,7.24,-0.07,1.23,1.9,3.29,0.14,-2.06,2.89,0.08,-0.32,-0.39,-3.2,15.4,-1.96,-5.51,-2.67,2.82,3.69,2.61,2.5,-2.86,-3.62,-1.46,2.95,1.97,5.14,-0.8,-0.65
1955/8/31,-1.17,-0.26,1.88,-1.07,-2.72,1.4,-0.61,0.15,2.44,-1.46,1.18,6.14,0.26,2.1,-2.76,6.72,3.47,5.87,-1.17,0.08,-2.44,1.61,-2.56,-0.78,-0.56,-1.61,1.86,-1.86,0.81,4.9
1955/9/30,-2.94,-0.78,3.12,-5.22,0.23,-3.2,0.21,-3.2,-2.64,-1.37,0.53,0.89,-0.14,-5.81,8.49,-2.6,-2.12,-3.98,-0.35,-2.63,1.06,1.24,-1.93,-0.2,-1.77,-4.41,3.86,-3.67,-3.94,-0.83
1955/10/31,-0.15,-6.03,-0.27,-3.28,-0.16,-2.56,-1.31,0.81,-2.41,-1.37,-2.78,-5.71,-1.93,-6.16,-4.72,2.73,-5.52,0.83,-1.01,-1.02,-1.15,3.26,-4.53,-2.66,-2.96,1.76,-2.71,-4.12,-1.11,-1.01
1955/11/30,3.62,3.23,4.55,2.64,6.99,3.59,0.36,6.26,7.56,3.25,5.62,8.89,9.1,12.24,9.27,11.46,8.2,11,8.56,3.39,1.63,-1.65,9.12,7.71,10.81,1.46,6.3,1.25,3.77,2.38
1955/12/31,0.95,2.1,1.74,-1.53,1.51,-0.09,1.34,6.22,2.32,0.61,2.6,2.61,4.03,6.36,-2.29,7.58,-2.22,7.95,3.66,-0.12,0.86,1.61,3.25,3.65,-1.8,2.63,-0.97,4.51,2.15,2.16
1956/1/31,-2.18,0.38,-0.15,-5.39,-1.44,-3.53,-1.75,-6.5,-4.62,-1.34,-4.44,-4.23,-4.15,-5.71,-6.88,-6.44,-2.67,5.86,0.49,-0.33,1.86,2.32,-4.82,-4.45,-2.28,-0.5,-4.69,-3.85,-3.57,-2.49
1956/2/29,2.35,0.07,-3.21,8.05,3.76,6.77,1.3,8.25,4.02,0.34,5.12,4.79,5.6,6.11,5.48,3.75,4.37,12.1,4.19,1.92,0.16,6.54,5.97,7.55,2.36,5.86,2.65,-0.27,3.58,3.72
1956/3/31,1.75,4.71,1.53,0.31,3.02,4.27,0.27,7.24,5.66,-0.49,11.81,10.54,4.38,8.65,5.31,0.55,2.74,9.34,11.47,3.78,1.43,6.69,12.79,10.9,6.99,2.39,0.28,2.77,5.66,8.68
1956/4/30,-0.3,2.18,7.67,2.87,2.57,-0.7,-1.57,2.74,-0.79,-3.39,-0.04,4.5,2.88,-2.56,-4.86,2.22,-3.43,-6.25,3.73,-2.18,-0.88,-4.96,2.23,1.89,1.66,0.39,-1.94,-0.71,-0.01,-3.92
1956/5/31,-2.71,-3.85,-4.09,-3.59,1.59,-6,-3.98,-1.24,-5.9,-5.77,-3.56,-9.47,-2.77,-7.56,-4.96,-5,-7.07,-3.18,-6.41,-0.74,-1.06,-4.7,-2.56,-4.16,-5.57,-2.75,-4.7,2.69,-5.35,-2.51
1956/6/30,0.47,1.87,0.69,1.13,3.73,0.84,1.44,3.58,4.13,-0.57,4.54,5.74,6.32,5.17,7.05,3.84,0.55,10.35,2.66,2.34,1.28,3.37,8.38,4.16,1.58,0.57,2.3,1.92,1.53,3.82
1956/7/31,2.46,0.44,1.82,1.13,4.47,3.12,0.34,3.1,2.75,0.53,7.3,10.86,8.74,5.33,4.76,5.61,0.97,2.25,6.05,5.24,2.69,-0.97,5.21,4.93,2.17,3.55,4.94,4.59,2.52,-0.97
1956/8/31,-1.69,1.88,-2.11,1.4,4,2,-1.14,-3.07,-3.67,-2.59,-5.23,-1.88,-3.57,-3.04,0.33,5.2,3.69,-5.87,-5.26,-2.48,-1.36,6.76,-4.33,-7.45,-5.26,-0.41,-2.9,-2.7,-2.76,-3.59
1956/9/30,-3.3,-1.7,-4.16,-2.7,-6.29,-4.23,-3.41,-3.69,-6.74,-1.95,-7.01,-4.64,-3.13,-6.84,-1.97,-4.75,-4.84,-2.09,-5.86,-3.87,-2.87,-5.23,-6.86,-9.4,-4.06,-1.66,-4.75,-4.5,-4.61,3.09
1956/10/31,-0.33,-2,2.72,1.05,2.12,-2.07,0.14,0.58,0.83,1.64,-1.62,0.68,3.42,3.33,-0.55,3.86,-0.86,8.03,0.43,1.14,-1.39,1.52,3.14,1.13,2.01,2.31,1.44,1.54,0.53,-3.07
1956/11/30,-0.15,-1.64,-1.04,0.25,-0.27,-1.59,-0.98,-1.31,-3.32,-1.56,-4.08,2.4,1.92,-1.37,-3.46,4.32,1.13,5.28,5.31,0.42,1.52,-0.03,3.89,-2.76,-0.47,2.84,-2.49,0.59,1.62,-1.93
1956/12/31,0.93,5.67,2.41,3.28,-2.88,5.53,1.26,6.05,5.27,-0.96,5.06,4.03,6.63,3.82,1.98,4.09,2.37,-0.98,4.22,1.82,2.55,3.02,5.3,1.89,2,3.57,-0.87,0.08,1.41,5.6
1957/1/31,1.34,-0.13,4.59,1.56,1.77,-4.04,1.35,-2.26,-5.64,2.33,-3.52,-9.56,-2,-7.77,-5.22,-1.67,0.76,-4.94,-4.11,2.64,2.9,6.36,-2.54,-2.93,-2.2,4.8,-1.73,0.84,1.49,-4.65
1957/2/28,-1.29,1.35,-1.14,-2.3,0.3,-2.44,0.49,-0.35,-1.9,-7.29,-2.18,-4.14,-2.16,0.5,-1.87,-6.29,1.18,-6.92,-2.2,-0.29,0.32,-0.29,-2.24,-1.13,-4.25,1,-1.04,-5.07,-0.5,0.11
1957/3/31,1.54,1.82,1.1,2.7,1.28,5.14,1.75,8.21,2.54,2.2,1.58,2.21,1.88,5.36,0.55,-0.19,5.04,1.33,3.19,1.69,1.52,3.63,3.95,0.89,0.99,0.57,2.2,2.57,3.62,4.68
1957/4/30,1.7,1.7,0.49,2.65,7.69,-0.49,-1.75,5.43,5.48,0.02,0.89,4.41,2.93,7.84,7.44,2.03,-0.7,-1.77,7.06,3.19,0.45,0.07,9.17,0.73,2.53,0.8,0.16,3.3,5.49,-0.47
1957/5/31,0.94,4.23,-0.88,4.25,5.89,-0.88,0.78,4.78,3.53,4.8,7.89,2.18,2.52,4.46,1.26,-0.2,-0.62,5.44,7.64,2.25,1.03,-2.26,7.69,5.03,0.71,3.51,2.67,0.75,2.82,-0.84
1957/6/30,-0.57,0.88,-1.56,0.53,2.44,0.05,-1.63,6.45,-0.11,-1.85,-0.55,1.37,-2.39,2.83,-0.02,-5.56,0.04,-2.47,-1.73,-5.11,-2.09,0.78,8.52,4.3,0.4,-0.06,-2.28,-0.8,-4.26,0.51
1957/7/31,1.84,-1.66,-0.48,1.74,0.01,4.87,-1.18,2.98,1.62,-0.59,2.25,-0.31,-1.88,1.13,3.4,-3.34,0.9,-1.09,1.02,0.02,-0.24,2.08,0.97,-0.58,2.19,0.07,3.13,1.17,-0.59,-0.59
1957/8/31,-1.97,-4.01,2.89,-5.01,-4,-2.04,-3.17,-2.26,-6.67,-6.99,-7.6,-6.97,-5.56,-6.52,-3.07,-1.48,-5.95,-6.98,-5.72,-2.58,-0.12,1.06,-7.78,-5.99,-6.74,-9,-2.27,-3.65,-3.11,-4.39
1957/9/30,-1.67,-5.21,5.36,-5.49,-0.14,-1.74,-2.28,-3.71,-6.51,-5.4,-5.32,-8.77,-7.34,-6.66,-7.41,-9.63,-10.02,-9.37,-7.95,-1.72,-2.22,2.35,-6.01,-4.14,-7.78,-4.02,0.74,-2.54,-3.92,-3.33
1957/10/31,-1.93,-2.09,0.99,-9.63,-7.52,-2.86,-3.66,-0.45,-3.49,-7.73,-3.68,-7.59,-6.48,-2.28,-3.81,-3.87,-6.71,-4.73,-5.81,-0.69,-2.1,-2.24,-1.14,-3.85,-7.29,-8.42,-3.62,-8.3,-5.52,-4.1
1957/11/30,3.46,5.25,3.83,4.18,1.37,3.82,-1.65,7.77,4.9,2.58,4.57,-0.99,-1.59,8.17,-4.46,11.92,-3.9,-1.46,2.48,4.38,1.49,2.92,4.32,6.66,-1.91,2.14,1.71,-2.78,4.45,-1.07
1957/12/31,1.3,-2.96,3.18,-4.3,-0.06,3,-2.55,-0.38,-3.26,-7.4,-2.86,-8.86,-7.39,-4.74,-6.99,-5.71,-7.49,-7.79,-6.99,2.56,1.26,-1.75,-1.35,-3.06,-6.53,-3.5,-1.62,-1.74,-0.63,-0.61
1958/1/31,6.88,7.31,5.98,9.97,5.69,2.31,8.57,-0.05,3.39,16.19,7.15,8.56,10.79,3.51,4.25,5.38,8.73,9.06,1.48,6.24,4.26,4.27,4.67,4.78,12.92,4.64,7.67,11.81,8.65,5.23
1958/2/28,3.18,2.89,0.35,-0.59,-4,2.4,1.79,4.92,-3.76,-1.63,-0.63,0.48,-3.26,-3.72,-2.09,-1.98,-3.31,-2.7,-4.61,1.28,0.66,4.05,0.91,-1.92,-3.57,0.5,1.46,-0.05,1.31,2.85
